iter	Logloss
0	0.5520450026
1	0.4722718872
2	0.4188697664
3	0.3741316186
4	0.3448864415
5	0.3156808384
6	0.2980680679
7	0.2715389204
8	0.2532020444
9	0.2361641448
10	0.2217179418
11	0.2081635834
12	0.1977598702
13	0.1855228545
14	0.1770068606
15	0.171368742
16	0.161210578
17	0.1545080772
18	0.1486192691
19	0.1396172285
20	0.1311699485
21	0.1270780461
22	0.1189158218
23	0.1136247627
24	0.1097940696
25	0.1046873442
26	0.1021217461
27	0.09548632276
28	0.09140049671
29	0.08848538645
30	0.08579220402
31	0.08048210514
32	0.0761122013
33	0.07262970415
34	0.07027456144
35	0.06757305614
36	0.06627450606
37	0.064615033
38	0.06181804887
39	0.05816436924
40	0.05668902397
41	0.05402876755
42	0.05230582048
43	0.05040119475
44	0.04877304908
45	0.04734912042
46	0.04589970811
47	0.04460435119
48	0.04328918087
49	0.04229116933
50	0.04114749637
51	0.04022526988
52	0.03913458134
53	0.03859633824
54	0.03770092191
55	0.03676036555
56	0.03502267147
57	0.03388185912
58	0.03305627971
59	0.03244922737
60	0.03136629565
61	0.03032500908
62	0.02958757713
63	0.02795672992
64	0.02674981561
65	0.02594374542
66	0.02515950285
67	0.0247027948
68	0.02440372007
69	0.02412852583
70	0.02326569557
71	0.02260208294
72	0.02215081248
73	0.02171035306
74	0.02113297643
75	0.02081647413
76	0.02032455411
77	0.0199103043
78	0.01952988937
79	0.01918701468
80	0.01900520818
81	0.01890185701
82	0.01847893452
83	0.01831244929
84	0.01811920939
85	0.01784588386
86	0.0176595877
87	0.01735255965
88	0.01709300567
89	0.0166927239
90	0.01654993666
91	0.01643186109
92	0.01630979406
93	0.01621887026
94	0.0159141335
95	0.0154811892
96	0.01531072074
97	0.01512817021
98	0.01500239619
99	0.01462874495
100	0.01434578813
101	0.01399175874
102	0.01373740311
103	0.01365424354
104	0.01359795949
105	0.01338357761
106	0.01324621069
107	0.01308981468
108	0.01282186344
109	0.01268786151
110	0.01245138645
111	0.01214509339
112	0.01195984051
113	0.01164268296
114	0.01153806818
115	0.01131358229
116	0.01117416333
117	0.01095785601
118	0.01079038176
119	0.01063640364
120	0.01057855754
121	0.01050647785
122	0.01035074201
123	0.01011724472
124	0.00999199522
125	0.009913220899
126	0.009712153468
127	0.009645625641
128	0.009540121309
129	0.009335249046
130	0.009255119028
131	0.00918866026
132	0.009052032438
133	0.008941878121
134	0.008871048072
135	0.008727742886
136	0.008612171535
137	0.008560605707
138	0.008450171043
139	0.008312428409
140	0.008233542278
141	0.008176222341
142	0.008063587649
143	0.007976270544
144	0.007932477162
145	0.007827105193
146	0.007789214726
147	0.007659755904
148	0.007642294621
149	0.007607229825
150	0.007507933419
151	0.00745650982
152	0.007418725408
153	0.007370407828
154	0.007278032961
155	0.007227410941
156	0.007164026951
157	0.007126965194
158	0.007059459851
159	0.007019843726
160	0.006997022958
161	0.006890327766
162	0.006851935798
163	0.006825975714
164	0.006801351597
165	0.006739821927
166	0.006675393006
167	0.006614984315
168	0.006591445002
169	0.006494605952
170	0.006468377442
171	0.006386194558
172	0.00635502585
173	0.006315888208
174	0.006241996946
175	0.006202280521
176	0.006154958133
177	0.006104448746
178	0.00604478203
179	0.005960864034
180	0.005911206788
181	0.005882440353
182	0.005844222266
183	0.005823912292
184	0.00573508164
185	0.00568734613
186	0.00563931794
187	0.0056044558
188	0.005548677773
189	0.005531948599
190	0.00551075031
191	0.005484601958
192	0.005420829099
193	0.005376421583
194	0.005318370359
195	0.005287826883
196	0.005261533014
197	0.005223503606
198	0.005198778366
199	0.005172028213
200	0.005128335131
201	0.005095459675
202	0.005051520775
203	0.005030134629
204	0.004993121788
205	0.004943516337
206	0.004926164808
207	0.004906390864
208	0.004883391282
209	0.004861306322
210	0.004848134518
211	0.004826354158
212	0.004800030281
213	0.004782495828
214	0.004763890546
215	0.004726325232
216	0.004696286136
217	0.004634977209
218	0.004616776417
219	0.004584805719
220	0.004570559798
221	0.004525961136
222	0.004496256236
223	0.004466695621
224	0.004443305936
225	0.004421583126
226	0.004385907075
227	0.00437560657
228	0.004365904578
229	0.004328550964
230	0.004316795694
231	0.004281964795
232	0.004239850209
233	0.004226051117
234	0.004206632746
235	0.004180113612
236	0.004167420289
237	0.004151939524
238	0.004106232216
239	0.004090509744
240	0.004062961299
241	0.004040831122
242	0.004004185775
243	0.00398348241
244	0.003968404079
245	0.00394177519
246	0.00391386994
247	0.003882333328
248	0.0038644618
249	0.003839674489
250	0.003822269522
251	0.003811664417
252	0.003786706924
253	0.003755148526
254	0.003734703722
255	0.003709906545
256	0.003688260605
257	0.003671083368
258	0.003649186677
259	0.003627410428
260	0.003613260286
261	0.003592604604
262	0.003574895859
263	0.00356464016
264	0.003553483404
265	0.003535557615
266	0.003516772287
267	0.003507619069
268	0.00349768729
269	0.003478181773
270	0.003468252256
271	0.003445922506
272	0.003436589035
273	0.003416512341
274	0.003395450115
275	0.003381366976
276	0.003363116856
277	0.003338921276
278	0.003317566165
279	0.003306500254
280	0.003297883067
281	0.003286465489
282	0.003269314149
283	0.003261365562
284	0.003255410852
285	0.003238415718
286	0.003229694942
287	0.003223073894
288	0.003202977468
289	0.003168847438
290	0.003152613599
291	0.003135615382
292	0.003126119334
293	0.003105891162
294	0.003088124867
295	0.003082272513
296	0.003066948776
297	0.003057333724
298	0.003045238092
299	0.003035237871
