회사명,거래소코드,회계년도,산업코드,산업명,설립일,상장일,기업규모코드,감사의견코드
(주)대양토건,039024,2021/12,064201,  전문직별 공사업,1999/03/04,0000/00/00,30,UQ
(주)대양토건,039024,2022/12,064201,  전문직별 공사업,1999/03/04,0000/00/00,30,UQ
(주)대연,067232,2012/12,074706,  소매업; 자동차 제외,2009/04/01,0,20,NA
(주)대연,067232,2013/12,074706,  소매업; 자동차 제외,2009/04/01,0,20,UQ
(주)대연,067232,2014/12,074706,  소매업; 자동차 제외,2009/04/01,0,30,UQ
(주)대연,067232,2015/12,074706,  소매업; 자동차 제외,2009/04/01,0,20,UQ
(주)대연,067232,2016/12,074706,  소매업; 자동차 제외,2009/04/01,0,20,UQ
(주)대연,067232,2017/12,074706,  소매업; 자동차 제외,2009/04/01,0,20,UQ
(주)대연,067232,2018/12,074706,  소매업; 자동차 제외,2009/04/01,0,30,UQ
(주)대연,067232,2019/12,074706,  소매업; 자동차 제외,2009/04/01,0,30,UQ
(주)대연,067232,2020/12,074706,  소매업; 자동차 제외,2009/04/01,0,30,UQ
(주)대연,067232,2021/12,074706,  소매업; 자동차 제외,2009/04/01,0,30,UQ
(주)대연,067232,2022/12,074706,  소매업; 자동차 제외,2009/04/01,0,30,UQ
(주)대영개발,085527,2017/12,126801,  부동산업,2012/07/04,0,20,NA
(주)대영개발,085527,2018/12,126801,  부동산업,2012/07/04,0,30,UQ
(주)대영개발,085527,2019/12,126801,  부동산업,2012/07/04,0,30,UQ
(주)대영개발,085527,2020/12,126801,  부동산업,2012/07/04,0,30,UQ
(주)대영섬유,088588,2018/12,031502,"  가죽, 가방 및 신발 제조업",1997/05/06,0,20,NA
(주)대영섬유,088588,2019/12,031502,"  가죽, 가방 및 신발 제조업",1997/05/06,0,20,UQ
(주)대영섬유,088588,2020/12,031502,"  가죽, 가방 및 신발 제조업",1997/05/06,0,20,UQ
(주)대영섬유,088588,2021/12,031502,"  가죽, 가방 및 신발 제조업",1997/05/06,0,30,UQ
(주)대영섬유,088588,2022/12,031502,"  가죽, 가방 및 신발 제조업",1997/05/06,0,30,UQ
(주)대영알미늄,075831,2015/12,032402,  1차 금속 제조업,2015/06/05,0,20,NA
(주)대영알미늄,075831,2016/12,032402,  1차 금속 제조업,2015/06/05,0,30,QS
(주)대영알미늄,075831,2017/12,032402,  1차 금속 제조업,2015/06/05,0,30,UQ
(주)대영알미늄,075831,2018/12,032402,  1차 금속 제조업,2015/06/05,0,30,UQ
(주)대영알미늄,075831,2019/12,032402,  1차 금속 제조업,2015/06/05,0,30,UQ
(주)대영알미늄,075831,2020/12,032402,  1차 금속 제조업,2015/06/05,0,30,UQ
(주)대영알미늄,075831,2021/12,032402,  1차 금속 제조업,2015/06/05,0,30,UQ
(주)대영알미늄,075831,2022/12,032402,  1차 금속 제조업,2015/06/05,0,30,UQ
(주)대우로지스틱스,042154,2012/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2013/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2014/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2015/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2016/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2017/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2018/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2019/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2020/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2021/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우로지스틱스,042154,2022/12,085001,  수상 운송업,1999/06/21,0000/00/00,30,UQ
(주)대우전자서비스,022706,2012/12,199503,  개인 및 소비용품 수리업,1997/12/29,0000/00/00,30,UQ
(주)대우전자서비스,022706,2013/12,199503,  개인 및 소비용품 수리업,1997/12/29,0000/00/00,10,UQ
(주)대우전자서비스,022706,2014/12,199503,  개인 및 소비용품 수리업,1997/12/29,0000/00/00,10,UQ
(주)대우전자서비스,022706,2015/12,199503,  개인 및 소비용품 수리업,1997/12/29,0000/00/00,10,UQ
(주)대우전자서비스,022706,2016/12,199503,  개인 및 소비용품 수리업,1997/12/29,0000/00/00,30,UQ
(주)대우전자서비스,022706,2017/12,199503,  개인 및 소비용품 수리업,1997/12/29,0000/00/00,30,UQ
(주)대우전자서비스,022706,2018/12,199503,  개인 및 소비용품 수리업,1997/12/29,0000/00/00,30,UQ
(주)대웅에스앤티,029677,2012/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,20,UQ
(주)대웅에스앤티,029677,2013/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,20,UQ
(주)대웅에스앤티,029677,2014/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,20,UQ
(주)대웅에스앤티,029677,2015/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,30,UQ
(주)대웅에스앤티,029677,2016/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,30,UQ
(주)대웅에스앤티,029677,2017/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,30,UQ
(주)대웅에스앤티,029677,2018/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,30,UQ
(주)대웅에스앤티,029677,2019/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,30,UQ
(주)대웅에스앤티,029677,2020/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,30,UQ
(주)대웅에스앤티,029677,2021/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,30,UQ
(주)대웅에스앤티,029677,2022/12,032509,  금속가공제품 제조업; 기계 및 가구 제외,1998/08/06,0000/00/00,30,UQ
(주)대원,010228,2012/12,064101,  종합 건설업,1972/02/01,0000/00/00,30,UQ
(주)대원,010228,2013/12,064101,  종합 건설업,1972/02/01,0000/00/00,30,UQ
(주)대원,010228,2014/12,064101,  종합 건설업,1972/02/01,0000/00/00,30,UQ
(주)대원,010228,2015/12,064101,  종합 건설업,1972/02/01,0000/00/00,30,UQ
(주)대원,010228,2016/12,064101,  종합 건설업,1972/02/01,0000/00/00,30,UQ
(주)대원건설,017216,2012/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2013/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2014/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2015/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2016/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2017/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2018/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2019/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2020/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2021/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원건설,017216,2022/12,064101,  종합 건설업,1989/02/16,0000/00/00,30,UQ
(주)대원산업,053191,2012/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,20,UQ
(주)대원산업,053191,2013/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,20,UQ
(주)대원산업,053191,2014/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,20,UQ
(주)대원산업,053191,2015/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,20,UQ
(주)대원산업,053191,2016/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,20,UQ
(주)대원산업,053191,2017/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,10,UQ
(주)대원산업,053191,2018/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,20,UQ
(주)대원산업,053191,2019/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,20,UQ
(주)대원산업,053191,2020/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,20,UQ
(주)대원산업,053191,2021/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,20,UQ
(주)대원산업,053191,2022/12,032202,  고무 및 플라스틱제품 제조업,2007/12/21,0,30,UQ
(주)대원칸타빌,038562,2012/06,064101,  종합 건설업,2001/09/01,0000/00/00,20,UQ
(주)대원칸타빌,038562,2013/06,064101,  종합 건설업,2001/09/01,0000/00/00,30,UQ
(주)대원칸타빌,038562,2014/06,064101,  종합 건설업,2001/09/01,0000/00/00,20,UQ
(주)대원칸타빌,038562,2015/06,064101,  종합 건설업,2001/09/01,0000/00/00,30,UQ
(주)대원칸타빌,038562,2016/12,064101,  종합 건설업,2001/09/01,0000/00/00,30,UQ
(주)대원칸타빌,038562,2017/12,064101,  종합 건설업,2001/09/01,0000/00/00,30,UQ
(주)대원칸타빌,038562,2018/12,064101,  종합 건설업,2001/09/01,0000/00/00,30,UQ
(주)대원칸타빌,038562,2019/12,064101,  종합 건설업,2001/09/01,0000/00/00,30,UQ
(주)대원칸타빌,038562,2020/12,064101,  종합 건설업,2001/09/01,0000/00/00,30,UQ
(주)대원칸타빌,038562,2021/12,064101,  종합 건설업,2001/09/01,0000/00/00,30,UQ
(주)대원칸타빌,038562,2022/12,064101,  종합 건설업,2001/09/01,0000/00/00,30,UQ
(주)대원플러스개발,083184,2016/12,126801,  부동산업,2008/07/03,0,,NA
(주)대원플러스개발,083184,2017/12,126801,  부동산업,2008/07/03,0,30,UQ
(주)대원플러스개발,083184,2018/12,126801,  부동산업,2008/07/03,0,30,UQ
(주)대원플러스개발,083184,2019/12,126801,  부동산업,2008/07/03,0,30,UQ
(주)대원플러스개발,083184,2020/12,126801,  부동산업,2008/07/03,0,30,UQ
(주)대원플러스개발,083184,2021/12,126801,  부동산업,2008/07/03,0,30,UQ
(주)대원플러스개발,083184,2022/12,126801,  부동산업,2008/07/03,0,30,UQ
(주)대원플러스산업,091550,2018/12,126801,  부동산업,2015/03/20,0,20,NA
(주)대원플러스산업,091550,2019/12,126801,  부동산업,2015/03/20,0,30,UQ
(주)대유서비스,075912,2015/12,032805,  전기장비 제조업,2015/05/15,0,20,NA
(주)대유서비스,075912,2016/12,032805,  전기장비 제조업,2015/05/15,0,30,UQ
(주)대유서비스,075912,2017/12,032805,  전기장비 제조업,2015/05/15,0,30,UQ
(주)대유위니아,014536,2012/12,032805,  전기장비 제조업,1999/10/06,0000/00/00,30,UQ
(주)대유위니아,014536,2013/12,032805,  전기장비 제조업,1999/10/06,0000/00/00,30,UQ
(주)대유위니아,014536,2014/12,032805,  전기장비 제조업,1999/10/06,0000/00/00,30,UQ
(주)대유위니아,014536,2015/12,032805,  전기장비 제조업,1999/10/06,0000/00/00,30,UQ
(주)대유홀딩스,078586,2016/12,033003,  자동차 및 트레일러 제조업,2016/07/05,0,30,UQ
(주)대유홀딩스,078586,2017/12,033003,  자동차 및 트레일러 제조업,2016/07/05,0,20,UQ
(주)대유홀딩스,078586,2018/12,033003,  자동차 및 트레일러 제조업,2016/07/05,0,30,UQ
(주)대유홀딩스,078586,2019/12,033003,  자동차 및 트레일러 제조업,2016/07/05,0,30,UQ
(주)대유홀딩스,078586,2020/12,033003,  자동차 및 트레일러 제조업,2016/07/05,0,30,UQ
(주)대유홀딩스,078586,2021/12,033003,  자동차 및 트레일러 제조업,2016/07/05,0,30,UQ
(주)대유홀딩스,078586,2022/12,033003,  자동차 및 트레일러 제조업,2016/07/05,0,30,UQ
(주)대일양행,013782,2012/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,20,UQ
(주)대일양행,013782,2013/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,20,UQ
(주)대일양행,013782,2014/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,20,UQ
(주)대일양행,013782,2015/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,20,UQ
(주)대일양행,013782,2016/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,20,UQ
(주)대일양행,013782,2017/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,20,UQ
(주)대일양행,013782,2018/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,20,UQ
(주)대일양행,013782,2019/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,30,UQ
(주)대일양행,013782,2020/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,30,UQ
(주)대일양행,013782,2021/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,30,UQ
(주)대일양행,013782,2022/12,032102,  의료용 물질 및 의약품 제조업,1991/10/15,0000/00/00,30,UQ
(주)대일이노텍,049215,2012/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,20,UQ
(주)대일이노텍,049215,2013/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대일이노텍,049215,2014/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대일이노텍,049215,2015/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대일이노텍,049215,2016/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대일이노텍,049215,2017/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대일이노텍,049215,2018/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대일이노텍,049215,2019/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대일이노텍,049215,2020/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대일이노텍,049215,2021/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대일이노텍,049215,2022/12,033003,  자동차 및 트레일러 제조업,2005/11/09,0,30,UQ
(주)대저건설,013786,2012/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2013/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2014/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2015/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2016/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2017/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2018/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2019/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2020/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2021/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대저건설,013786,2022/12,064102,  종합 건설업,1986/04/09,0000/00/00,30,UQ
(주)대전유니온약품,043416,2012/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,20,UQ
(주)대전유니온약품,043416,2013/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,20,UQ
(주)대전유니온약품,043416,2014/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,20,UQ
(주)대전유니온약품,043416,2015/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,30,UQ
(주)대전유니온약품,043416,2016/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,30,UQ
(주)대전유니온약품,043416,2017/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,30,UQ
(주)대전유니온약품,043416,2018/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,30,UQ
(주)대전유니온약품,043416,2019/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,30,UQ
(주)대전유니온약품,043416,2020/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,30,UQ
(주)대전유니온약품,043416,2021/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,30,UQ
(주)대전유니온약품,043416,2022/12,074604,  도매 및 상품 중개업,1991/03/07,0000/00/00,30,UQ
(주)대전지오영,062283,2012/12,074604,  도매 및 상품 중개업,2006/10/25,0,20,UQ
(주)대전지오영,062283,2013/12,074604,  도매 및 상품 중개업,2006/10/25,0,20,UQ
(주)대전지오영,062283,2014/12,074604,  도매 및 상품 중개업,2006/10/25,0,20,UQ
(주)대전지오영,062283,2015/12,074604,  도매 및 상품 중개업,2006/10/25,0,20,UQ
(주)대전지오영,062283,2016/12,074604,  도매 및 상품 중개업,2006/10/25,0,30,UQ
(주)대전지오영,062283,2017/12,074604,  도매 및 상품 중개업,2006/10/25,0,30,UQ
(주)대전지오영,062283,2018/12,074604,  도매 및 상품 중개업,2006/10/25,0,30,UQ
(주)대전지오영,062283,2019/12,074604,  도매 및 상품 중개업,2006/10/25,0,30,UQ
(주)대전지오영,062283,2020/12,074604,  도매 및 상품 중개업,2006/10/25,0,30,UQ
(주)대전지오영,062283,2021/12,074604,  도매 및 상품 중개업,2006/10/25,0,30,UQ
(주)대전지오영,062283,2022/12,074604,  도매 및 상품 중개업,2006/10/25,0,30,UQ
(주)대주약품,013796,2012/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,20,UQ
(주)대주약품,013796,2013/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,20,UQ
(주)대주약품,013796,2014/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,20,UQ
(주)대주약품,013796,2015/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,20,UQ
(주)대주약품,013796,2016/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,20,UQ
(주)대주약품,013796,2017/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,20,UQ
(주)대주약품,013796,2018/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,20,UQ
(주)대주약품,013796,2019/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,20,UQ
(주)대주약품,013796,2020/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,30,UQ
(주)대주약품,013796,2021/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,30,UQ
(주)대주약품,013796,2022/12,074604,  도매 및 상품 중개업,1988/08/01,0000/00/00,30,UQ
(주)대창석유,058266,2012/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2013/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2014/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2015/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2016/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2017/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2018/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2019/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2020/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2021/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창석유,058266,2022/12,074607,  도매 및 상품 중개업,2010/06/21,0,30,UQ
(주)대창스틸,022805,2012/12,032401,  1차 금속 제조업,1980/06/10,0000/00/00,30,UQ
(주)대창스틸,022805,2013/12,032401,  1차 금속 제조업,1980/06/10,0000/00/00,30,UQ
(주)대창에이티,046578,2012/12,032402,  1차 금속 제조업,2006/07/01,0,10,UQ
(주)대창에이티,046578,2013/12,032402,  1차 금속 제조업,2006/07/01,0,10,UQ
(주)대창에이티,046578,2014/12,032402,  1차 금속 제조업,2006/07/01,0,10,UQ
(주)대창에이티,046578,2015/12,032402,  1차 금속 제조업,2006/07/01,0,20,UQ
(주)대창에이티,046578,2016/12,032402,  1차 금속 제조업,2006/07/01,0,30,UQ
(주)대창에이티,046578,2017/12,032402,  1차 금속 제조업,2006/07/01,0,30,UQ
(주)대창에이티,046578,2018/12,032402,  1차 금속 제조업,2006/07/01,0,30,UQ
(주)대창에이티,046578,2019/12,032402,  1차 금속 제조업,2006/07/01,0,30,UQ
(주)대치소모,066396,2012/12,126801,  부동산업,2012/08/29,0,20,NA
(주)대치소모,066396,2013/12,126801,  부동산업,2012/08/29,0,20,UQ
(주)대치소모,066396,2014/12,126801,  부동산업,2012/08/29,0,20,UQ
(주)대치소모,066396,2015/12,126801,  부동산업,2012/08/29,0,30,UQ
(주)대치소모,066396,2016/12,126801,  부동산업,2012/08/29,0,30,UQ
(주)대치소모,066396,2017/12,126801,  부동산업,2012/08/29,0,30,UQ
(주)대치소모,066396,2018/12,126801,  부동산업,2012/08/29,0,30,UQ
(주)대치소모,066396,2019/12,126801,  부동산업,2012/08/29,0,30,UQ
(주)대치소모,066396,2020/12,126801,  부동산업,2012/08/29,0,30,UQ
(주)대치소모,066396,2021/12,126801,  부동산업,2012/08/29,0,30,UQ
(주)대치소모,066396,2022/12,126801,  부동산업,2012/08/29,0,30,UQ
(주)대풍루첸,091561,2018/12,064101,  종합 건설업,2012/10/17,0,20,NA
(주)대풍루첸,091561,2019/12,064101,  종합 건설업,2012/10/17,0,30,UQ
(주)대풍루첸,091561,2020/12,064101,  종합 건설업,2012/10/17,0,30,UQ
(주)대풍루첸,091561,2021/12,064101,  종합 건설업,2012/10/17,0,30,UQ
(주)대풍루첸,091561,2022/12,064101,  종합 건설업,2012/10/17,0,30,UQ
(주)대학내일,088567,2018/12,137103,  전문 서비스업,2007/01/15,0,20,NA
(주)대학내일,088567,2019/12,137103,  전문 서비스업,2007/01/15,0,20,UQ
(주)대학내일,088567,2020/12,137103,  전문 서비스업,2007/01/15,0,20,UQ
(주)대학내일,088567,2021/12,137103,  전문 서비스업,2007/01/15,0,20,UQ
(주)대학내일,088567,2022/12,137103,  전문 서비스업,2007/01/15,0,30,UQ
(주)대한감정평가법인,051908,2012/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2013/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2014/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2015/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2016/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2017/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2018/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2019/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2020/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2021/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한감정평가법인,051908,2022/12,126802,  부동산업,1991/07/01,0,30,UQ
(주)대한금속,043046,2012/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,30,UQ
(주)대한금속,043046,2013/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,30,UQ
(주)대한금속,043046,2014/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,30,UQ
(주)대한금속,043046,2015/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,30,UQ
(주)대한금속,043046,2016/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,30,UQ
(주)대한금속,043046,2017/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,30,UQ
(주)대한금속,043046,2018/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,30,UQ
(주)대한금속,043046,2019/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,20,UQ
(주)대한금속,043046,2020/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,20,UQ
(주)대한금속,043046,2021/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,20,UQ
(주)대한금속,043046,2022/12,074607,  도매 및 상품 중개업,1989/10/01,0000/00/00,30,UQ
(주)대한이엔지,074150,2014/12,064202,  전문직별 공사업,1993/01/01,0,20,NA
(주)대한이엔지,074150,2015/12,064202,  전문직별 공사업,1993/01/01,0,30,UQ
(주)대한이엔지,074150,2016/12,064202,  전문직별 공사업,1993/01/01,0,30,UQ
(주)대한이엔지,074150,2017/12,064202,  전문직별 공사업,1993/01/01,0,30,UQ
(주)대한이엔지,074150,2018/12,064202,  전문직별 공사업,1993/01/01,0,30,UQ
(주)대한이엔지,074150,2019/12,064202,  전문직별 공사업,1993/01/01,0,30,UQ
(주)대한이엔지,074150,2020/12,064202,  전문직별 공사업,1993/01/01,0,30,UQ
(주)대한이엔지,074150,2021/12,064202,  전문직별 공사업,1993/01/01,0,30,UQ
(주)대한이엔지,074150,2022/12,064202,  전문직별 공사업,1993/01/01,0,30,UQ
(주)대한케이불,013876,2012/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,20,UQ
(주)대한케이불,013876,2013/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,20,UQ
(주)대한케이불,013876,2014/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,30,UQ
(주)대한케이불,013876,2015/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,30,UQ
(주)대한케이불,013876,2016/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,30,UQ
(주)대한케이불,013876,2017/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,30,UQ
(주)대한케이불,013876,2018/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,30,UQ
(주)대한케이불,013876,2019/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,30,UQ
(주)대한케이불,013876,2020/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,30,UQ
(주)대한케이불,013876,2021/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,30,UQ
(주)대한케이불,013876,2022/12,074605,  도매 및 상품 중개업,1982/01/07,0000/00/00,30,UQ
(주)대합하이퍼텍,066859,2012/12,032901,  기타 기계 및 장비 제조업,2003/09/25,0,20,NA
(주)대합하이퍼텍,066859,2013/12,032901,  기타 기계 및 장비 제조업,2003/09/25,0,20,UQ
(주)대합하이퍼텍,066859,2014/12,032901,  기타 기계 및 장비 제조업,2003/09/25,0,30,UQ
(주)대합하이퍼텍,066859,2015/12,032901,  기타 기계 및 장비 제조업,2003/09/25,0,30,UQ
(주)대합하이퍼텍,066859,2016/12,032901,  기타 기계 및 장비 제조업,2003/09/25,0,20,UQ
(주)대합하이퍼텍,066859,2017/12,032901,  기타 기계 및 장비 제조업,2003/09/25,0,30,UQ
(주)대합하이퍼텍,066859,2018/12,032901,  기타 기계 및 장비 제조업,2003/09/25,0,30,DU
(주)대현에스티,042538,2012/12,032202,  고무 및 플라스틱제품 제조업,1999/12/02,0000/00/00,20,UQ
(주)대현에스티,042538,2013/12,032202,  고무 및 플라스틱제품 제조업,1999/12/02,0000/00/00,20,UQ
(주)대현에스티,042538,2014/12,032202,  고무 및 플라스틱제품 제조업,1999/12/02,0000/00/00,30,UQ
