회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),통계청 한국표준산업분류 10차(대분류),자본금(*)(IFRS연결)(천원),자본금(*)(IFRS)(천원),자본금(*)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),영업이익(손실)(천원)
(주)빅슨커뮤니케이션,045346,2021/12,59,정보통신업,,,800000,,,683427
(주)빅슨커뮤니케이션,045346,2022/12,59,정보통신업,,,800000,,,642979
(주)빅텍스,012371,2021/12,29,제조업,,,2788372,,,4011518
(주)빅텍스,012371,2022/12,29,제조업,,,3014446,,,536949
(주)빅토리아도시개발,076616,2015/12,68,부동산업,,,500000,,,847329
(주)빅토리아도시개발,076616,2016/12,68,부동산업,,,500000,,,1082542
(주)빅토리아도시개발,076616,2017/12,68,부동산업,,,500000,,,1692060
(주)빅토리아도시개발,076616,2018/12,68,부동산업,,,500000,,,1980499
(주)빅토리아도시개발,076616,2019/12,68,부동산업,,,500000,,,793640
(주)빅토리아도시개발,076616,2020/12,68,부동산업,,,500000,,,1779321
(주)빅토리아도시개발,076616,2021/12,68,부동산업,,,500000,,,-659885
(주)빅토리아도시개발,076616,2022/12,68,부동산업,,,500000,,,-1755139
(주)빅토리아산업개발,068327,2012/12,55,숙박 및 음식점업,,,100000,,,131140
(주)빅토리아산업개발,068327,2013/12,55,숙박 및 음식점업,,,100000,,,199381
(주)빅토리아산업개발,068327,2014/12,55,숙박 및 음식점업,,,100000,,,-136934
(주)빅토리아산업개발,068327,2015/12,55,숙박 및 음식점업,,,100000,,,-613223
(주)빅투,078677,2015/12,46,도매 및 소매업,,,300000,,,12896643
(주)빅투,078677,2016/12,46,도매 및 소매업,,,300000,,,8770689
(주)빅투,078677,2017/12,46,도매 및 소매업,,,300000,,,6716098
(주)빅투,078677,2018/12,46,도매 및 소매업,,,300000,,,2525740
(주)빅히트,104781,2021/12,68,부동산업,,,100000,,,-855719
(주)빅히트,104781,2022/12,68,부동산업,,,100000,,,-1374042
(주)빅히트엔터테인먼트,080108,2016/12,73,"전문, 과학 및 기술 서비스업",,,828626,,,10380050
(주)빅히트엔터테인먼트,080108,2017/12,73,"전문, 과학 및 기술 서비스업",,,835173,,,32545397
(주)빅히트엔터테인먼트,080108,2018/12,73,"전문, 과학 및 기술 서비스업",,,883985,,,64136964
(주)빅히트엔터테인먼트,080108,2019/12,73,"전문, 과학 및 기술 서비스업",834881,834881,834881,98742469,85850351,85850351
(주)빈다코리아,070418,2013/12,46,도매 및 소매업,,,310000,,,-1752803
(주)빈다코리아,070418,2014/12,46,도매 및 소매업,,,310000,,,-1057076
(주)빈다코리아,070418,2015/12,46,도매 및 소매업,,,310000,,,-371567
(주)빈다코리아,070418,2016/12,46,도매 및 소매업,,,310000,,,97749
(주)빈다코리아,070418,2017/12,46,도매 및 소매업,,,310000,,,1487741
(주)빈다코리아,070418,2018/12,46,도매 및 소매업,,,310000,,,1945898
(주)빈다코리아,070418,2019/12,46,도매 및 소매업,,,310000,,,1120875
(주)빈다코리아,070418,2020/12,46,도매 및 소매업,,,310000,,,1536488
(주)빈다코리아,070418,2021/12,46,도매 및 소매업,,,310000,,,598032
(주)빈다코리아,070418,2022/12,46,도매 및 소매업,,,310000,,,-1466414
(주)빌더스개발,063255,2012/12,68,부동산업,,,500000,,,1329466
(주)빌더스개발,063255,2013/12,68,부동산업,,,500000,,,8568316
(주)빌더스개발,063255,2014/12,68,부동산업,,,500000,,,-6776852
(주)빌더스개발,063255,2015/12,68,부동산업,,,500000,,,10500968
(주)빌더스개발,063255,2016/12,68,부동산업,,,500000,,,6063514
(주)빌더스개발,063255,2017/12,68,부동산업,,,500000,,,20187865
(주)빌더스개발,063255,2018/12,68,부동산업,,,500000,,,4865739
(주)빌더스개발,063255,2019/12,68,부동산업,,,500000,,,-6571244
(주)빌더스개발,063255,2020/12,68,부동산업,,,500000,,,-1572044
(주)빌더스개발,063255,2021/12,68,부동산업,,,500000,,,-160214
(주)빌더스개발,063255,2022/12,68,부동산업,,,500000,,,1867940
(주)빌더스개발에이엠씨,096766,2019/12,55,숙박 및 음식점업,,,50000,,,-1130591
(주)빌더스개발에이엠씨,096766,2020/12,55,숙박 및 음식점업,,,50000,,,42464
(주)빌더스개발에이엠씨,096766,2021/12,55,숙박 및 음식점업,,,50000,,,22582
(주)빌더스개발에이엠씨,096766,2022/12,55,숙박 및 음식점업,,,50000,,,-112123
(주)빌더스플래닝,069814,2013/12,68,부동산업,,,100000,,,430569
(주)빌더스플래닝,069814,2014/12,68,부동산업,,,100000,,,1794972
(주)빌더스플래닝,069814,2015/12,68,부동산업,,,100000,,,314593
(주)빌더스플래닝,069814,2016/12,68,부동산업,,,100000,,,-1699554
(주)빌더스플래닝,069814,2017/12,68,부동산업,,,100000,,,-2424067
(주)빌더스플래닝,069814,2018/12,68,부동산업,,,100000,,,4853993
(주)빌더스플래닝,069814,2019/12,68,부동산업,,,100000,,,-3573822
(주)빌더스홈,102806,2021/12,46,도매 및 소매업,,,100000,,,239842
(주)빌더스홈,102806,2022/12,46,도매 및 소매업,,,100000,,,366139
(주)빌드아키,086510,2017/12,42,건설업,,,200000,,,615842
(주)빌드아키,086510,2018/12,42,건설업,,,200000,,,207529
(주)빌드온,064621,2012/12,91,"예술, 스포츠 및 여가관련 서비스업",,,50000,,,-1131816
(주)빌라드그리움,099814,2020/12,68,부동산업,,,30000,,,37568
(주)빌라드그리움,099814,2021/12,68,부동산업,,,30000,,,25885
(주)빌라드그리움,099814,2022/12,68,부동산업,,,30000,,,24650
(주)빌리자드,090219,2018/12,15,제조업,,,500000,,,174538
(주)빌리자드,090219,2019/12,15,제조업,,,500000,,,338464
(주)빌리프랩,102826,2022/12,59,정보통신업,,7071000,7071000,,11736594,11736594
(주)빌츠그린,058420,2012/12,16,제조업,,,1678000,,,-5229013
(주)빌컴,093749,2019/12,74,"사업시설 관리, 사업 지원 및 임대 서비스업",,,100000,,,-27335
(주)빌컴,093749,2020/12,74,"사업시설 관리, 사업 지원 및 임대 서비스업",,,100000,,,925869
(주)빌컴,093749,2021/12,74,"사업시설 관리, 사업 지원 및 임대 서비스업",,,100000,,,836913
(주)빌컴,093749,2022/12,74,"사업시설 관리, 사업 지원 및 임대 서비스업",,,200000,,,1690441
(주)빌트모아,014925,2012/12,14,제조업,,,100000,,,-72213
(주)빌트모아,014925,2013/12,14,제조업,,,100000,,,-1638954
(주)빌트모아,014925,2014/12,14,제조업,,,100000,,,-488725
(주)빌트모아,014925,2015/12,14,제조업,,,100000,,,-4223473
(주)빌트모아,014925,2016/12,14,제조업,,,100000,,,182368
(주)빌트모아,014925,2017/12,14,제조업,,,100000,,,-642131
(주)빗살무늬,091496,2018/12,42,건설업,,,500000,,,28707
(주)빗살무늬,091496,2019/12,42,건설업,,,400000,,,-150134
(주)빗살무늬,091496,2020/12,42,건설업,,,400000,,,-56961
(주)빗살무늬,091496,2021/12,42,건설업,,,400000,,,223387
(주)빗살무늬,091496,2022/12,42,건설업,,,400000,,,143368
(주)빛고을메트로,080430,2016/12,35,"전기, 가스, 증기 및 공기조절 공급업",,,100000,,,52161
(주)빛고을메트로,080430,2017/12,35,"전기, 가스, 증기 및 공기조절 공급업",,,400000,,,696121
(주)빛사랑,064650,2012/12,68,부동산업,,,100000,,,297738
(주)빛사랑,064650,2013/12,68,부동산업,,,300000,,,548398
(주)빛사랑,064650,2014/12,68,부동산업,,,300000,,,651663
(주)빛사랑,064650,2015/12,68,부동산업,,,300000,,,1172456
(주)빛사랑,064650,2016/12,68,부동산업,,,300000,,,1243346
(주)빛사랑,064650,2017/12,68,부동산업,,,300000,,,1195610
(주)빛사랑,064650,2018/12,68,부동산업,,,300000,,,892195
(주)빛사랑,064650,2019/12,68,부동산업,,,300000,,,689589
(주)빛사랑,064650,2020/12,68,부동산업,,,300000,,,503427
(주)빛사랑,064650,2021/12,68,부동산업,,,300000,,,545814
(주)빛사랑,064650,2022/12,68,부동산업,,,300000,,,295034
(주)빠라베에사,058859,2012/12,22,제조업,,,1100000,,,-398624
(주)빠라베에사,058859,2013/12,22,제조업,,,1100000,,,645178
(주)빠라베에사,058859,2014/12,22,제조업,,,1400000,,,684234
(주)빠라베에사,058859,2015/12,22,제조업,,,1400000,,,551920
(주)빠라베에사,058859,2016/12,22,제조업,,,1400000,,,589264
(주)빠라베에사,058859,2017/12,22,제조업,,,1600000,,,874592
(주)빠라베에사,058859,2018/12,22,제조업,,,1600000,,,-3563177
(주)빠라베에사,058859,2019/12,22,제조업,,,694310,,,-1294959
(주)빠라베에사,058859,2020/12,22,제조업,,,694310,,,-212823
(주)빠라베에사,058859,2021/12,22,제조업,,,694310,,,240444
(주)빠자빠,063649,2012/12,14,제조업,,,500000,,,-228509
(주)뻬띠앙뜨,014929,2012/12,14,제조업,,,2100000,,,21387
(주)뻬띠앙뜨,014929,2013/12,14,제조업,,,2100000,,,56194
(주)뻬띠앙뜨,014929,2014/12,14,제조업,,,2100000,,,22353
(주)뽀로로파크,063987,2012/12,91,"예술, 스포츠 및 여가관련 서비스업",,,500000,,,653394
(주)뽀로로파크,063987,2013/12,91,"예술, 스포츠 및 여가관련 서비스업",,,1000000,,,-331989
(주)뽀로로파크,063987,2014/12,91,"예술, 스포츠 및 여가관련 서비스업",,,2000000,,,-165952
(주)뽀로로파크,063987,2015/12,91,"예술, 스포츠 및 여가관련 서비스업",,,2000000,,,360829
(주)뽀로로파크,063987,2016/12,91,"예술, 스포츠 및 여가관련 서비스업",,,4000000,,,2313925
(주)뽀로로파크,063987,2017/12,91,"예술, 스포츠 및 여가관련 서비스업",,,4000000,,,1988691
(주)뽀로로파크,063987,2018/12,91,"예술, 스포츠 및 여가관련 서비스업",,,4000000,,,-1632113
(주)뽀로로파크,063987,2019/12,91,"예술, 스포츠 및 여가관련 서비스업",,,4000000,,,2772463
(주)뽀로로파크,063987,2020/12,91,"예술, 스포츠 및 여가관련 서비스업",,,4100000,,,-2759237
(주)뽀로로파크,063987,2021/12,91,"예술, 스포츠 및 여가관련 서비스업",,,4100000,,,1749282
(주)뽀로로파크,063987,2022/12,91,"예술, 스포츠 및 여가관련 서비스업",,,4100000,,,3589640
(주)뿌리와날개,097653,2020/12,68,부동산업,,,11000000,,,-5903
(주)뿌리와날개,097653,2021/12,68,부동산업,,,11000000,,,-96831
(주)뿌리와날개,097653,2022/12,68,부동산업,,,12000000,,,493739
(주)쁘띠엘린,069911,2013/12,14,제조업,,,400000,,,3731810
(주)쁘띠엘린,069911,2014/12,14,제조업,,,400000,,,1387710
(주)쁘띠엘린,069911,2017/12,14,제조업,,,400000,,,3916050
(주)쁘띠엘린,069911,2018/12,14,제조업,,,400000,,,5337779
(주)쁘띠엘린,069911,2019/12,14,제조업,,,400000,,,383398
(주)쁘띠엘린,069911,2020/12,14,제조업,,,400000,,,4951917
(주)쁘띠엘린,069911,2021/12,14,제조업,,,400000,,,4073388
(주)쁘띠엘린,069911,2022/12,14,제조업,,,367255,,,6476879
(주)삐아,085602,2017/12,20,제조업,,,951770,,,6372578
(주)삐아,085602,2018/12,20,제조업,,,951770,,,4587234
(주)삐아,085602,2019/12,20,제조업,,,951770,,,3710331
(주)삐아,085602,2020/12,20,제조업,,,3618720,,,1512686
(주)삐아,085602,2022/12,20,제조업,4254102,4254102,4254102,7988141,8174935,8174935
(주)사강랩테크,094295,2019/12,46,도매 및 소매업,,,210000,,,1983226
(주)사강랩테크,094295,2020/12,46,도매 및 소매업,,,210000,,,2283285
(주)사강랩테크,094295,2021/12,46,도매 및 소매업,,,210000,,,3439491
(주)사강랩테크,094295,2022/12,46,도매 및 소매업,,,210000,,,3509850
(주)사계디엔씨,099028,2020/12,41,건설업,,,50000,,,-785958
(주)사계디엔씨,099028,2021/12,41,건설업,,,50000,,,0
(주)사계디엔씨,099028,2022/12,41,건설업,,,50000,,,0
(주)사계절,104982,2021/12,91,"예술, 스포츠 및 여가관련 서비스업",,,10000,,,-531375
(주)사계절,104982,2022/12,91,"예술, 스포츠 및 여가관련 서비스업",,,10000,,,-6858054
(주)사계절출판사,048294,2012/12,58,정보통신업,,,350000,,,67673
(주)사계절출판사,048294,2013/12,58,정보통신업,,,350000,,,-228374
(주)사과마을,099386,2020/12,47,도매 및 소매업,,,500000,,,804098
(주)사과마을,099386,2021/12,47,도매 및 소매업,,,500000,,,771082
(주)사과마을,099386,2022/12,47,도매 및 소매업,,,500000,,,760226
(주)사나이픽처스,074798,2014/12,59,정보통신업,,,2000,,,-243434
(주)사나이픽처스,074798,2015/12,59,정보통신업,,,2000,,,-198126
(주)사나이픽처스,074798,2016/12,59,정보통신업,,,2000,,,2151476
(주)사닥다리종합건설,096519,2019/12,41,건설업,,,500000,,,4992534
(주)사닥다리종합건설,096519,2020/12,41,건설업,,,850000,,,4381665
(주)사닥다리종합건설,096519,2021/12,41,건설업,,,950000,,,5342568
(주)사닥다리종합건설,096519,2022/12,41,건설업,,,950000,,,4697458
(주)사라야코리아,104480,2021/12,10,제조업,,,550000,,,319735
(주)사라야코리아,104480,2022/12,10,제조업,,,550000,,,575925
(주)사라콤,054158,2012/12,26,제조업,,,5909229,,,78177
(주)사라콤,054158,2013/12,26,제조업,,,2944956,,,-200968
(주)사람과미래,080881,2016/12,68,부동산업,,,300000,,,-727294
(주)사람과미래,080881,2017/12,68,부동산업,,,300000,,,897521
(주)사람과미래아이앤씨,097809,2020/12,68,부동산업,,,10000,,,-319613
(주)사람과미래아이앤씨,097809,2021/12,68,부동산업,,,10000,,,-36186
(주)사람과자연건설,041350,2012/12,68,부동산업,,,300000,,,-4247735
(주)사람과자연건설,041350,2013/12,68,부동산업,,,300000,,,-4298193
(주)사람과자연건설,041350,2014/12,68,부동산업,,,300000,,,14506110
(주)사람과자연건설,041350,2015/12,68,부동산업,,,300000,,,105106768
(주)사람과자연건설,041350,2016/12,68,부동산업,,,300000,,,156868082
(주)사람과자연건설,041350,2017/12,68,부동산업,,,300000,,,3580582
(주)사람과자연건설,041350,2018/12,68,부동산업,,,300000,,,-8089151
(주)사람과자연건설,041350,2019/12,68,부동산업,,,300000,,,-1980141
(주)사람과자연건설,041350,2020/12,68,부동산업,,,300000,,,-1001152
(주)사람과자연건설,041350,2021/12,68,부동산업,,,300000,,,10558054
(주)사람과자연건설,041350,2022/12,68,부동산업,,,300000,,,-1664030
(주)사람과풍경,073937,2014/12,68,부동산업,,,300000,,,-3659350
(주)사람과풍경,073937,2015/12,68,부동산업,,,300000,,,11878812
(주)사람과풍경,073937,2016/12,68,부동산업,,,300000,,,2108903
(주)사람과풍경,073937,2017/12,68,부동산업,,,300000,,,-4014328
(주)사람과풍경,073937,2018/12,68,부동산업,,,300000,,,-575512
(주)사람과풍경,073937,2019/12,68,부동산업,,,300000,,,-555458
(주)사람마중,095668,2019/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업",,,290000,,,-670816
(주)사람마중,095668,2020/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업",,,290000,,,-203394
(주)사람마중,095668,2021/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업",,,290000,,,178233
(주)사람마중,095668,2022/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업",,,290000,,,288619
(주)사람엔터테인먼트,085292,2017/12,73,"전문, 과학 및 기술 서비스업",,,50000,,,-81145
(주)사람엔터테인먼트,085292,2018/12,73,"전문, 과학 및 기술 서비스업",,,50000,,,-235855
(주)사랑과도시,070116,2013/12,68,부동산업,,,300000,,,7179142
(주)사랑과도시,070116,2014/12,68,부동산업,,,300000,,,1092530
(주)사랑모아금융서비스,096958,2019/12,66,금융 및 보험업,,,990000,,,-149398
(주)사랑모아금융서비스,096958,2020/12,66,금융 및 보험업,,,990000,,,1019334
(주)사랑모아금융서비스,096958,2021/12,66,금융 및 보험업,,,990000,,,1126001
(주)사랑모아금융서비스,096958,2022/12,66,금융 및 보험업,,,990000,,,1745816
(주)사마스전자,048018,2012/12,30,제조업,,,50000,,,796027
(주)사마스전자,048018,2013/12,30,제조업,,,50000,,,1496288
(주)사마스전자,048018,2014/12,30,제조업,,,50000,,,695637
(주)사마스전자,048018,2015/12,30,제조업,,,95500,,,2515778
(주)사마스전자,048018,2016/12,30,제조업,,,95500,,,-1131320
(주)사마스전자,048018,2017/12,30,제조업,,,95500,,,-413617
(주)사마스전자,048018,2018/12,30,제조업,,,95500,,,9374
(주)사마스전자,048018,2019/12,30,제조업,,,95500,,,1368977
(주)사마스전자,048018,2020/12,30,제조업,,,95500,,,1061815
(주)사마스전자,048018,2021/12,30,제조업,,,95500,,,186745
(주)사마스전자,048018,2022/12,30,제조업,,,95500,,,2056808
(주)사보이상암피에프브이,070290,2013/12,68,부동산업,,,5000000,,,-6553072
(주)사보이상암피에프브이,070290,2014/12,68,부동산업,,,5000000,,,4139771
(주)사보이상암피에프브이,070290,2015/12,68,부동산업,,,5000000,,,21951450
(주)사보이상암피에프브이,070290,2016/12,68,부동산업,,,5000000,,,8360849
(주)사보이투자개발,030767,2012/12,68,부동산업,,,2000000,,,-500088
(주)사보이투자개발,030767,2013/12,68,부동산업,,,2000000,,,211862
(주)사보이투자개발,030767,2014/12,68,부동산업,,,2000000,,,103344
(주)사보이투자개발,030767,2015/12,68,부동산업,,,2000000,,,26805
(주)사보이투자개발,030767,2016/12,68,부동산업,,,2000000,,,-1115733
(주)사보이투자개발,030767,2017/12,68,부동산업,,,2000000,,,-846362
(주)사보이투자개발,030767,2018/12,68,부동산업,,,2000000,,,-5175614
(주)사보이투자개발,030767,2019/12,68,부동산업,,,2000000,,,3476039
(주)사보이투자개발,030767,2020/12,68,부동산업,,,2000000,,,17969494
(주)사보이투자개발,030767,2021/12,68,부동산업,,,2000000,,,12865778
(주)사보이투자개발,030767,2022/12,68,부동산업,,,2000000,,,-865089
(주)사보이호텔,039815,2012/12,55,숙박 및 음식점업,,,3950000,,,4490170
(주)사보이호텔,039815,2013/12,55,숙박 및 음식점업,,,3950000,,,2909248
(주)사보이호텔,039815,2014/12,55,숙박 및 음식점업,,,3950000,,,3254323
(주)사보이호텔,039815,2015/12,55,숙박 및 음식점업,,,3950000,,,2005219
(주)사보이호텔,039815,2016/12,55,숙박 및 음식점업,,,3950000,,,2664777
(주)사성도시개발,102439,2021/12,68,부동산업,,,20000,,,-6872046
(주)사성도시개발,102439,2022/12,68,부동산업,,,20000,,,13180420
(주)사옹원,058257,2012/12,10,제조업,,,1100000,,,955915
(주)사옹원,058257,2013/12,10,제조업,,,1100000,,,1022451
(주)사옹원,058257,2014/12,10,제조업,,,1100000,,,1916179
(주)사옹원,058257,2015/12,10,제조업,,,1100000,,,1595289
(주)사옹원,058257,2016/12,10,제조업,,,1100000,,,1781904
(주)사옹원,058257,2017/12,10,제조업,,,1100000,,,2665303
(주)사옹원,058257,2018/12,10,제조업,,,1100000,,,2837042
(주)사옹원,058257,2019/12,10,제조업,,,1100000,,,4335063
(주)사옹원,058257,2020/12,10,제조업,,,1100000,,,5374731
(주)사옹원,058257,2021/12,10,제조업,,,1100000,,,3089076
(주)사옹원,058257,2022/12,10,제조업,,,1100000,,,1603306
(주)사우스밸리,063639,2012/12,41,건설업,,,300000,,,-126435
(주)사우스밸리,063639,2013/12,41,건설업,,,300000,,,-149956
(주)사우스밸리,063639,2014/12,41,건설업,,,300000,,,-181902
(주)사우스밸리,063639,2015/12,41,건설업,,,300000,,,-707656
(주)사우스밸리,063639,2016/12,41,건설업,,,300000,,,-1093078
(주)사우스밸리,063639,2017/12,41,건설업,,,300000,,,-1691912
(주)사우스밸리,063639,2018/12,41,건설업,,,2200000,,,-1477672
(주)사우스밸리,063639,2019/12,41,건설업,,,2200000,,,-490015
(주)사우스밸리,063639,2020/12,41,건설업,,,2200000,,,35385
(주)사운드솔루션,070452,2013/12,46,도매 및 소매업,,,750000,,,1566233
(주)사운드솔루션,070452,2014/12,46,도매 및 소매업,,,750000,,,2186418
(주)사운드솔루션,070452,2015/12,46,도매 및 소매업,,,750000,,,1434352
(주)사운드솔루션,070452,2016/12,46,도매 및 소매업,,,750000,,,1167793
(주)사운드솔루션,070452,2017/12,46,도매 및 소매업,,,750000,,,2735330
(주)사운드솔루션,070452,2018/12,46,도매 및 소매업,,,750000,,,1993279
(주)사운드솔루션,070452,2019/12,46,도매 및 소매업,,,750000,,,986623
(주)사운드솔루션,070452,2020/12,46,도매 및 소매업,,,750000,,,961700
(주)사운드솔루션,070452,2021/12,46,도매 및 소매업,,,750000,,,922051
(주)사운드솔루션,070452,2022/12,46,도매 및 소매업,,,750000,,,1525611
(주)사이냅소프트,082627,2016/12,58,정보통신업,,,714285,,,1677292
(주)사이냅소프트,082627,2017/12,58,정보통신업,,,714285,,,2028322
(주)사이냅소프트,082627,2018/12,58,정보통신업,,,714285,,,1209565
(주)사이냅소프트,082627,2019/12,58,정보통신업,,,714285,,,1831243
(주)사이냅소프트,082627,2020/12,58,정보통신업,,,714285,,,2769165
(주)사이냅소프트,082627,2021/12,58,정보통신업,,,714285,,,4382952
(주)사이냅소프트,082627,2022/12,58,정보통신업,,,714285,,,4330344
(주)사이넥스,073388,2015/12,46,도매 및 소매업,,,287500,,,237496
(주)사이넥스,073388,2016/12,46,도매 및 소매업,,,287500,,,166201
(주)사이넥스,073388,2017/12,46,도매 및 소매업,,,287500,,,116214
(주)사이넥스,073388,2018/12,46,도매 및 소매업,,,287500,,,500456
(주)사이넥스,073388,2019/12,46,도매 및 소매업,,,287500,,,801331
(주)사이넥스,073388,2020/12,46,도매 및 소매업,,,287500,,,1220375
(주)사이넥스,073388,2021/12,46,도매 및 소매업,,,287500,,,2055162
(주)사이넥스,073388,2022/12,46,도매 및 소매업,,,287500,,,2858194
(주)사이넷,052300,2017/12,63,정보통신업,,,388065,,,279123
(주)사이넷,052300,2021/12,63,정보통신업,,,388065,,,3461509
(주)사이넷,052300,2022/12,63,정보통신업,,,388065,,,2573398
(주)사이렉스페이,100627,2020/12,66,금융 및 보험업,,,3000000,,,-470940
(주)사이렉스페이,100627,2021/12,66,금융 및 보험업,,,4225351,,,-2235229
(주)사이마케팅,095309,2019/12,68,부동산업,,,300000,,,-9724515
(주)사이마케팅,095309,2020/12,68,부동산업,,,300000,,,-943085
(주)사이마케팅,095309,2021/12,68,부동산업,,,300000,,,8784747
(주)사이마케팅,095309,2022/12,68,부동산업,,,300000,,,6645608
(주)사이메딕스,063044,2012/12,27,제조업,,,2769432,,,-4174572
(주)사이버텔브릿지,102096,2021/12,58,정보통신업,,,300000,,,3702942
(주)사이버텔브릿지,102096,2022/12,58,정보통신업,,,800000,,,2555460
(주)사이언스,102825,2021/12,22,제조업,,,264590,,,-241322
(주)사이언스,102825,2022/12,22,제조업,,,264590,,,-2525473
(주)사일,085285,2017/12,46,도매 및 소매업,,,125000,,,98890
(주)사일,085285,2018/12,46,도매 및 소매업,,,125000,,,621175
(주)사일,085285,2019/12,46,도매 및 소매업,,,125000,,,-1291029
(주)사일,085285,2020/12,46,도매 및 소매업,,,125000,,,-2820021
(주)사임당더허스토리,077051,2016/12,59,정보통신업,,10000,10000,,508110,508110
(주)사임당더허스토리,077051,2017/12,59,정보통신업,,10000,10000,,-1415377,-1415377
(주)사임당화장품,038797,2012/12,20,제조업,,,3000000,,,-788191
(주)사임당화장품,038797,2013/12,20,제조업,,,3000000,,,-631186
(주)사임당화장품,038797,2014/12,20,제조업,,,3000000,,,602444
(주)사임당화장품,038797,2015/12,20,제조업,,,3000000,,,751268
(주)사임당화장품,038797,2016/12,20,제조업,,,3000000,,,-1382787
(주)사임당화장품,038797,2017/12,20,제조업,,,3000000,,,-520176
(주)사임당화장품,038797,2018/12,20,제조업,,,3000000,,,713820
(주)사임당화장품,038797,2019/12,20,제조업,,,3000000,,,-84706
(주)사임당화장품,038797,2020/12,20,제조업,,,3000000,,,231624
(주)사임당화장품,038797,2021/12,20,제조업,,,3000000,,,-1346537
(주)사임당화장품,038797,2022/12,20,제조업,,,3000000,,,589987
(주)사조남부햄,017571,2012/12,10,제조업,,3976065,3976065,,7820355,7820355
(주)사조남부햄,017571,2013/12,10,제조업,,3976065,3976065,,10010889,10010889
(주)사조남부햄,017571,2014/12,10,제조업,,3976065,3976065,,4685198,4685198
(주)사조시스템즈,061942,2012/12,62,정보통신업,,6200000,6200000,,1947867,1947867
(주)사조시스템즈,061942,2013/12,62,정보통신업,,6200000,6200000,,2170166,2170166
