회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),통계청 한국표준산업분류 10차(대분류),자본금(*)(IFRS연결)(천원),자본금(*)(IFRS)(천원),자본금(*)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),영업이익(손실)(천원)
(유)연세,093779,2019/12,68,부동산업,,,50000,,,2293422
(유)연세,093779,2020/12,68,부동산업,,,50000,,,24797
(유)영가실업,101874,2021/12,24,제조업,,,210000,,,693310
(유)영가실업,101874,2022/12,24,제조업,,,210000,,,295844
(유)영동레미콘,095255,2019/12,23,제조업,,,500000,,,546722
(유)영동레미콘,095255,2020/12,23,제조업,,,500000,,,-807320
(유)워터스코리아,093395,2019/12,46,도매 및 소매업,,,3374590,,,1274055
(유)워터스코리아,093395,2020/12,46,도매 및 소매업,,,3374590,,,-3097936
(유)워터스코리아,093395,2021/12,46,도매 및 소매업,,,3374590,,,-5536844
(유)워터스코리아,093395,2022/12,46,도매 및 소매업,,,3374590,,,12422724
(주)에어릭스,048676,2012/12,29,제조업,,,51198455,,,-2225039
(주)에어릭스,048676,2013/12,29,제조업,,,51198455,,,1611739
(주)에어릭스,048676,2014/12,29,제조업,,,17919180,,,4341893
(주)에어릭스,048676,2015/12,29,제조업,,,17919180,,,329357
(주)에어릭스,048676,2016/12,29,제조업,,,17919180,,,1490157
(주)에어릭스,048676,2017/12,29,제조업,,,17919180,,,-7414585
(주)에어릭스,048676,2018/12,29,제조업,,,17919180,,,2272773
(주)에어릭스,048676,2019/12,29,제조업,,,17919180,,,3805733
(주)에어릭스,048676,2020/12,29,제조업,,,1749700,,,2197461
(주)에어릭스,048676,2021/12,29,제조업,,,6752545,,,2099719
(주)에어릭스,048676,2022/12,29,제조업,,,6752545,,,3510312
(주)에어웨이익스프레스,106834,2021/12,52,운수 및 창고업,,,300000,,,6610024
(주)에어웨이익스프레스,106834,2022/12,52,운수 및 창고업,,,300000,,,6945404
(주)에어젠,090672,2018/12,29,제조업,,,500000,,,371615
(주)에어젠,090672,2019/12,29,제조업,,,500000,,,274249
(주)에어젠,090672,2020/12,29,제조업,,,500000,,,-734689
(주)에어젠,090672,2021/12,29,제조업,,,500000,,,-163070
(주)에어큐브,078001,2015/12,58,정보통신업,,,700000,,,-1092746
(주)에어큐브,078001,2016/12,58,정보통신업,,,700000,,,105162
(주)에어키,080425,2016/12,62,정보통신업,,,585000,,,927801
