회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),통계청 한국표준산업분류 10차(대분류),자본금(*)(IFRS연결)(천원),자본금(*)(IFRS)(천원),자본금(*)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),영업이익(손실)(천원)
(유)가든주류,097082,2019/12,46,도매 및 소매업,,,150000,,,1991621
(유)가든주류,097082,2020/12,46,도매 및 소매업,,,150000,,,615380
(유)가든주류,097082,2021/12,46,도매 및 소매업,,,150000,,,136557
(유)가든주류,097082,2022/12,46,도매 및 소매업,,,150000,,,-2749456
(유)그룹세브코리아,013171,2019/12,46,도매 및 소매업,,,1700000,,,12070148
(유)그룹세브코리아,013171,2020/12,46,도매 및 소매업,,,1700000,,,17980371
(유)그룹세브코리아,013171,2021/12,46,도매 및 소매업,,,1700000,,,18426912
(유)그룹세브코리아,013171,2022/12,46,도매 및 소매업,,,1700000,,,5589519
(유)기흥모터스,094470,2019/12,45,도매 및 소매업,,,472000,,,1040780
(유)기흥모터스,094470,2020/12,45,도매 및 소매업,,,472000,,,4889234
(유)기흥모터스,094470,2021/12,45,도매 및 소매업,,,472000,,,7006561
(유)기흥모터스,094470,2022/12,45,도매 및 소매업,,,472000,,,2475406
(유)나눔디앤씨,102441,2021/12,68,부동산업,,,100000,,,710476
(유)나눔디앤씨,102441,2022/12,68,부동산업,,,100000,,,398600
(유)남부상사,095606,2019/12,46,도매 및 소매업,,,150000,,,939663
(유)남부상사,095606,2020/12,46,도매 및 소매업,,,150000,,,3867177
(유)남부상사,095606,2021/12,46,도매 및 소매업,,,150000,,,564981
(유)네이쳐우드,102984,2021/12,16,제조업,,,1700000,,,-4130301
(유)네이쳐우드,102984,2022/12,16,제조업,,,1700000,,,795838
(주)21세기조선,040736,2012/12,31,제조업,,,8850300,,,654882
(주)21세기종합건설,093640,2019/12,41,건설업,,,1306250,,,-286025
(주)21세기종합건설,093640,2020/12,41,건설업,,,1306250,,,-332855
(주)21세기종합건설,093640,2021/12,41,건설업,,,1306250,,,-790139
(주)360퍼스펙티브,098947,2020/12,20,제조업,,,300000,,,5449652
(주)360퍼스펙티브,098947,2021/12,20,제조업,,,300000,,,6742424
(주)360퍼스펙티브,098947,2022/12,20,제조업,,,300000,,,9945880
(주)88스테이,081962,2016/12,68,부동산업,,,50000,,,-62798
(주)88스테이,081962,2017/12,68,부동산업,,,50000,,,-112575
(주)88스테이,081962,2018/12,68,부동산업,,,50000,,,-100020
(주)88스테이,081962,2019/12,68,부동산업,,,50000,,,-110076
(주)88스테이,081962,2020/12,68,부동산업,,,50000,,,-97994
(주)88스테이,081962,2021/12,68,부동산업,,,50000,,,-90568
(주)88스테이,081962,2022/12,68,부동산업,,,50000,,,-90302
(주)A.M.C,064118,2012/12,25,제조업,,,700000,,,3198555
(주)A.M.C,064118,2013/12,25,제조업,,,700000,,,3491741
(주)A.M.C,064118,2014/12,25,제조업,,,700000,,,89353
(주)A.M.C,064118,2015/12,25,제조업,,,700000,,,-888722
(주)A.M.C,064118,2016/12,25,제조업,,,700000,,,-1349020
(주)A.M.C,064118,2017/12,25,제조업,,,700000,,,80084
(주)A.M.C,064118,2018/12,25,제조업,,,700000,,,369615
(주)A.M.C,064118,2019/12,25,제조업,,,700000,,,349972
(주)A.M.C,064118,2020/12,25,제조업,,,700000,,,-1689417
(주)ATS엔지니어링,061907,2012/12,29,제조업,,,1800000,,,-1473298
(주)ATS엔지니어링,061907,2013/12,29,제조업,,,1800000,,,-596829
(주)ATS엔지니어링,061907,2014/12,29,제조업,,,1800000,,,707003
(주)ATS엔지니어링,061907,2015/12,29,제조업,,,1800000,,,-328651
(주)ATS엔지니어링,061907,2016/12,29,제조업,,,1800000,,,-4976006
(주)ATS엔지니어링,061907,2017/12,29,제조업,,,1800000,,,-1434731
(주)DCFTREK,017676,2012/12,30,제조업,,,1250000,,,3420856
(주)DCFTREK,017676,2013/12,30,제조업,,,1250000,,,-1144462
(주)DCFTREK,017676,2014/12,30,제조업,,,1250000,,,-1290409
(주)DCFTREK,017676,2015/12,30,제조업,,,1250000,,,1022889
(주)DCFTREK,017676,2016/12,30,제조업,,,1250000,,,688105
(주)DCFTREK,017676,2017/12,30,제조업,,,1250000,,,1538543
(주)DCFTREK,017676,2018/12,30,제조업,,,1250000,,,594615
(주)DCFTREK,017676,2019/12,30,제조업,,,1250000,,,-1392859
(주)DCFTREK,017676,2020/12,30,제조업,,,1250000,,,-1895082
(주)DCFTREK,017676,2021/12,30,제조업,,,1250000,,,1101375
(주)DCFTREK,017676,2022/12,30,제조업,,,1250000,,,2551120
(주)DH케미칼,040581,2012/12,20,제조업,,,670000,,,1042033
(주)DH케미칼,040581,2013/12,20,제조업,,,670000,,,1300150
(주)DH케미칼,040581,2014/12,20,제조업,,,670000,,,1592715
(주)DH케미칼,040581,2015/12,20,제조업,,,670000,,,2916445
(주)DH케미칼,040581,2016/12,20,제조업,,,670000,,,3202348
(주)DH케미칼,040581,2017/12,20,제조업,,,670000,,,3718599
(주)DH케미칼,040581,2018/12,20,제조업,,,670000,,,2042673
(주)DH케미칼,040581,2019/12,20,제조업,,,670000,,,2345090
(주)DH케미칼,040581,2020/12,20,제조업,,,670000,,,3217478
(주)DH케미칼,040581,2021/12,20,제조업,,,670000,,,2556431
(주)DH케미칼,040581,2022/12,20,제조업,,,670000,,,2526544
(주)DKASTEEL,059783,2012/12,46,도매 및 소매업,,,200000,,,-2443115
(주)DNSC,063900,2012/12,71,"전문, 과학 및 기술 서비스업",,,3500000,,,1863465
(주)DNSC,063900,2013/12,71,"전문, 과학 및 기술 서비스업",,,3500000,,,106666
(주)DNSC,063900,2014/12,71,"전문, 과학 및 기술 서비스업",,,900000,,,10441452
(주)DNSC,063900,2015/12,71,"전문, 과학 및 기술 서비스업",,,900000,,,-208163
